Idade,Gênero,Série,Média de Notas,Frequência,Participação em Atividades Extracurriculares,Motivo da Evasão,Renda Familiar,Localização
14,Feminino,3,7.1,86.3%,Sim,Problemas Familiares,3456,Rural
16,Masculino,2,6.6,52.9%,Não,0,4882,Urbana
18,Feminino,3,6.3,64.8%,Não,0,1938,Urbana
14,Masculino,3,6.4,51.3%,Sim,0,1729,Rural
15,Feminino,1,6.9,60.9%,Não,0,1473,Rural
15,Feminino,2,6.3,84.7%,Não,Problemas de Saúde,3827,Urbana
18,Masculino,1,6.7,74.0%,Não,0,1014,Rural
17,Feminino,1,8.8,94.1%,Não,Falta de Interesse,3263,Rural
15,Feminino,1,8.7,70.9%,Sim,0,1770,Rural
15,Masculino,1,6.8,85.8%,Sim,Falta de Interesse,1140,Rural
18,Feminino,1,5.2,82.8%,Sim,Problemas Financeiros,4199,Rural
14,Feminino,3,9.5,56.9%,Não,0,4664,Rural
18,Masculino,3,8.1,64.5%,Sim,Falta de Apoio Escolar,2023,Rural
19,Feminino,3,9.0,97.9%,Não,Falta de Interesse,4643,Rural
19,Feminino,1,9.3,85.5%,Sim,Outros,4494,Urbana
16,Masculino,1,9.2,99.2%,Sim,Falta de Apoio Escolar,943,Rural
19,Feminino,2,7.8,99.9%,Sim,Problemas Financeiros,3623,Urbana
19,Masculino,2,5.7,68.5%,Não,Problemas Familiares,1945,Urbana
19,Feminino,3,5.1,64.8%,Não,0,3682,Urbana
17,Feminino,3,5.5,74.6%,Sim,Falta de Interesse,2374,Urbana
18,Feminino,2,6.4,99.6%,Sim,Problemas Financeiros,4334,Rural
16,Masculino,2,9.5,67.9%,Não,0,1810,Urbana
14,Masculino,1,6.3,55.4%,Não,0,801,Urbana
14,Masculino,2,9.4,70.6%,Não,0,1435,Urbana
15,Feminino,2,9.4,59.5%,Sim,Problemas Financeiros,2997,Rural
15,Masculino,3,7.3,54.7%,Não,0,1267,Rural
19,Feminino,3,9.6,62.8%,Sim,Falta de Interesse,2642,Rural
15,Feminino,2,7.1,52.0%,Sim,Problemas Familiares,830,Rural
19,Feminino,2,6.8,81.5%,Sim,Problemas Financeiros,2125,Rural
16,Feminino,3,7.8,76.5%,Não,Falta de Apoio Familiar,2150,Urbana
19,Masculino,2,7.0,71.7%,Sim,Falta de Apoio Escolar,1232,Rural
19,Masculino,1,6.5,82.2%,Sim,0,4486,Urbana
19,Masculino,3,8.0,95.0%,Sim,Problemas de Saúde,3383,Rural
19,Masculino,2,7.2,55.5%,Não,0,961,Urbana
16,Feminino,1,9.2,65.9%,Sim,Problemas Financeiros,2395,Rural
15,Feminino,3,9.2,94.1%,Não,Falta de Apoio Escolar,1500,Rural
16,Masculino,2,5.3,98.7%,Sim,0,4750,Rural
14,Feminino,2,8.2,94.3%,Não,0,3655,Urbana
15,Masculino,3,6.2,99.8%,Sim,0,2739,Urbana
14,Masculino,3,5.7,73.5%,Sim,0,4273,Urbana
14,Masculino,3,7.6,70.3%,Não,Problemas de Saúde,921,Rural
14,Masculino,2,8.3,64.4%,Sim,0,4314,Rural
14,Masculino,3,5.5,61.5%,Sim,Outros,4624,Rural
15,Feminino,2,7.0,68.0%,Não,Problemas de Saúde,4934,Rural
19,Feminino,2,7.6,97.6%,Sim,0,957,Rural
14,Feminino,3,8.1,99.5%,Sim,Falta de Apoio Escolar,4794,Rural
15,Masculino,2,8.2,75.0%,Sim,Falta de Apoio Escolar,2761,Urbana
14,Masculino,2,5.5,89.5%,Não,0,3794,Rural
14,Masculino,2,8.5,53.6%,Não,Problemas Financeiros,4677,Urbana
14,Feminino,3,8.8,62.0%,Sim,Falta de Apoio Escolar,4667,Urbana
16,Masculino,3,8.7,81.1%,Sim,0,4166,Rural
15,Masculino,3,7.3,66.1%,Sim,Problemas Familiares,3339,Rural
16,Feminino,1,5.5,84.8%,Não,0,2138,Rural
17,Masculino,2,8.7,85.3%,Não,0,2777,Rural
17,Masculino,2,7.0,66.6%,Não,Outros,3973,Urbana
15,Masculino,1,6.4,95.3%,Não,0,1012,Rural
17,Feminino,1,7.0,82.2%,Não,0,4089,Urbana
17,Feminino,1,9.7,54.4%,Sim,Falta de Interesse,3970,Rural
16,Feminino,3,8.2,71.7%,Sim,0,1723,Rural
16,Masculino,2,7.4,99.3%,Não,0,2470,Urbana
19,Masculino,2,6.1,94.2%,Não,0,4990,Urbana
17,Feminino,2,6.1,81.2%,Não,Falta de Interesse,4396,Rural
17,Masculino,2,8.4,86.3%,Não,0,1584,Urbana
19,Masculino,2,9.6,93.7%,Não,0,4407,Rural
15,Feminino,1,5.8,51.9%,Sim,Problemas Financeiros,1288,Rural
14,Masculino,1,9.9,68.7%,Sim,Falta de Interesse,2678,Rural
17,Masculino,2,8.4,87.2%,Sim,0,2295,Rural
14,Masculino,3,5.7,88.6%,Sim,0,1699,Urbana
18,Masculino,3,9.4,98.6%,Não,0,3125,Urbana
14,Masculino,3,5.8,88.2%,Sim,0,2877,Urbana
19,Feminino,2,7.1,70.0%,Não,0,2396,Urbana
19,Feminino,2,6.3,89.2%,Sim,Outros,4741,Urbana
16,Masculino,2,9.7,73.5%,Não,0,1379,Rural
17,Masculino,3,6.8,63.8%,Sim,Outros,2089,Urbana
15,Masculino,2,5.5,61.6%,Sim,0,2975,Rural
19,Masculino,2,7.2,90.6%,Sim,0,4377,Rural
17,Feminino,2,9.0,88.5%,Não,0,2717,Urbana
16,Feminino,2,5.4,57.5%,Sim,0,2140,Rural
14,Masculino,3,8.6,58.9%,Sim,Falta de Interesse,1655,Urbana
15,Masculino,2,8.4,67.9%,Sim,0,4689,Rural
15,Feminino,3,5.1,72.9%,Sim,Falta de Interesse,2761,Urbana
19,Masculino,2,9.9,89.9%,Não,0,3832,Rural
19,Masculino,1,9.2,98.8%,Não,0,3494,Urbana
19,Feminino,2,5.2,52.2%,Não,Falta de Interesse,1396,Rural
19,Masculino,1,8.6,87.9%,Não,0,1351,Urbana
18,Feminino,2,5.9,51.9%,Sim,Outros,2892,Rural
16,Masculino,1,5.9,71.4%,Sim,0,4523,Rural
17,Masculino,1,6.9,83.8%,Sim,0,4163,Urbana
16,Masculino,1,5.6,58.3%,Não,Problemas Familiares,1673,Rural
15,Masculino,1,6.9,63.5%,Sim,Falta de Apoio Familiar,958,Rural
17,Feminino,1,5.5,80.3%,Sim,Problemas Familiares,1597,Urbana
16,Feminino,2,5.6,59.4%,Sim,Outros,3885,Urbana
15,Masculino,1,8.1,89.5%,Sim,Problemas Financeiros,4236,Urbana
15,Feminino,3,8.7,98.4%,Não,Problemas de Saúde,3995,Urbana
17,Masculino,2,8.6,59.2%,Sim,0,4663,Rural
18,Masculino,2,7.4,83.8%,Sim,Falta de Interesse,2238,Urbana
17,Feminino,2,6.7,89.8%,Não,Problemas Financeiros,3273,Urbana
15,Masculino,1,6.1,54.7%,Não,Problemas Financeiros,1782,Urbana
15,Feminino,1,6.2,76.4%,Sim,Falta de Apoio Familiar,2788,Urbana
16,Masculino,1,8.1,84.6%,Sim,0,4329,Urbana
19,Masculino,3,5.6,55.7%,Sim,0,1884,Rural
18,Feminino,1,7.5,94.2%,Não,0,2424,Rural
19,Feminino,3,8.0,64.8%,Sim,0,2894,Urbana
19,Feminino,2,7.4,51.0%,Não,0,3784,Rural
17,Masculino,2,7.8,86.5%,Sim,Problemas de Saúde,1520,Urbana
19,Feminino,1,5.1,86.9%,Sim,Problemas Familiares,1656,Urbana
17,Masculino,1,6.4,88.2%,Sim,0,3375,Rural
14,Feminino,1,7.4,88.2%,Sim,Problemas Familiares,952,Urbana
17,Masculino,1,8.2,76.3%,Não,0,4995,Rural
14,Masculino,1,5.6,84.0%,Sim,0,2203,Rural
16,Masculino,2,8.9,50.1%,Não,0,4175,Urbana
19,Feminino,3,6.2,55.1%,Sim,Falta de Apoio Familiar,2451,Urbana
18,Feminino,3,5.8,73.1%,Sim,Outros,1173,Urbana
18,Masculino,2,6.2,59.7%,Não,0,2653,Urbana
16,Feminino,2,9.8,50.4%,Sim,Falta de Apoio Familiar,2644,Urbana
16,Feminino,1,9.8,50.3%,Sim,Outros,2948,Urbana
14,Masculino,3,8.8,90.8%,Sim,0,4426,Rural
15,Feminino,3,5.8,80.8%,Não,Problemas Financeiros,2497,Rural
19,Feminino,2,8.3,91.0%,Sim,0,4334,Urbana
18,Feminino,3,6.2,52.3%,Não,0,4498,Urbana
14,Masculino,3,6.9,62.6%,Não,0,4300,Rural
14,Masculino,1,7.4,99.0%,Sim,0,4692,Rural
19,Feminino,2,9.1,82.2%,Não,Problemas Financeiros,1810,Urbana
17,Feminino,2,5.4,52.0%,Sim,0,4314,Urbana
19,Feminino,2,6.5,70.1%,Não,0,4277,Rural
14,Feminino,3,7.2,88.1%,Sim,Problemas Familiares,1043,Urbana
16,Feminino,3,6.6,71.1%,Não,0,4311,Rural
16,Masculino,2,9.4,94.0%,Sim,0,3559,Rural
18,Feminino,1,7.0,52.7%,Sim,Problemas de Saúde,3749,Rural
18,Feminino,3,7.8,63.0%,Sim,Falta de Apoio Escolar,1857,Rural
17,Feminino,2,9.0,61.5%,Sim,Problemas Familiares,3864,Urbana
17,Masculino,1,6.6,98.8%,Não,Outros,2747,Rural
17,Masculino,1,7.1,90.6%,Sim,0,2700,Rural
16,Masculino,3,6.1,61.1%,Sim,Falta de Apoio Familiar,3141,Urbana
18,Feminino,1,7.3,67.4%,Sim,Problemas Familiares,4455,Rural
15,Feminino,2,9.4,91.3%,Não,0,2305,Rural
17,Feminino,1,6.8,63.3%,Não,Problemas Financeiros,1549,Rural
17,Masculino,2,7.1,77.1%,Sim,0,4192,Urbana
14,Feminino,2,5.6,80.5%,Sim,Problemas Familiares,3086,Rural
18,Feminino,3,8.0,91.5%,Não,Falta de Apoio Familiar,1904,Urbana
16,Masculino,2,5.3,52.8%,Sim,0,4348,Urbana
15,Feminino,3,7.1,76.1%,Não,Problemas Familiares,4706,Rural
17,Masculino,1,5.2,78.8%,Não,0,2090,Urbana
14,Masculino,3,7.8,79.2%,Não,0,4325,Urbana
17,Masculino,2,7.6,84.0%,Sim,Falta de Interesse,4771,Rural
17,Feminino,2,10.0,84.3%,Não,Problemas de Saúde,1046,Urbana
18,Feminino,1,7.5,72.3%,Sim,Problemas Familiares,2925,Urbana
14,Feminino,3,8.3,63.3%,Sim,0,1262,Urbana
17,Masculino,1,8.5,62.8%,Não,Problemas Financeiros,3330,Rural
16,Masculino,3,9.0,54.3%,Não,0,2183,Rural
18,Masculino,1,9.3,54.6%,Não,Outros,1555,Rural
18,Masculino,2,8.7,63.8%,Não,0,3694,Urbana
14,Masculino,1,8.6,71.1%,Não,0,3628,Rural
18,Feminino,1,9.4,50.7%,Sim,0,2306,Urbana
16,Feminino,3,7.4,94.2%,Não,Problemas Financeiros,3919,Rural
18,Masculino,1,8.8,78.8%,Não,0,1458,Urbana
15,Feminino,1,5.9,63.6%,Sim,0,4461,Urbana
19,Feminino,1,6.9,75.0%,Sim,0,2498,Rural
17,Masculino,3,9.2,50.5%,Não,0,4786,Rural
14,Feminino,3,7.7,70.0%,Sim,Problemas Financeiros,1967,Urbana
15,Feminino,1,7.7,93.9%,Não,0,2787,Urbana
17,Feminino,2,5.2,66.4%,Não,Outros,3710,Rural
18,Feminino,3,9.8,78.2%,Sim,Problemas Financeiros,2071,Rural
15,Feminino,2,6.8,74.4%,Não,Outros,3986,Rural
15,Masculino,1,6.6,74.3%,Sim,0,1491,Rural
14,Feminino,2,8.4,92.6%,Sim,Problemas de Saúde,2782,Rural
16,Feminino,2,8.8,73.0%,Não,0,3958,Urbana
19,Masculino,2,7.4,55.6%,Sim,Problemas de Saúde,2763,Urbana
19,Masculino,2,7.6,77.6%,Não,0,3447,Urbana
14,Masculino,3,8.5,92.6%,Não,0,3587,Urbana
14,Feminino,2,9.2,85.7%,Sim,Falta de Apoio Escolar,2763,Rural
17,Feminino,3,5.1,59.9%,Sim,Falta de Apoio Familiar,3368,Rural
17,Masculino,1,9.7,69.6%,Sim,Problemas Familiares,4895,Urbana
17,Feminino,3,9.7,62.6%,Não,0,4326,Rural
17,Masculino,3,6.8,57.0%,Não,0,4218,Urbana
19,Masculino,2,8.1,59.2%,Sim,Problemas Familiares,3936,Rural
17,Masculino,1,8.0,96.2%,Não,0,3354,Rural
17,Masculino,3,6.7,90.2%,Sim,0,4650,Rural
17,Feminino,2,10.0,62.9%,Sim,0,3563,Rural
16,Masculino,3,8.2,85.7%,Sim,0,2574,Urbana
16,Masculino,1,7.1,81.2%,Não,0,1327,Urbana
14,Masculino,3,6.7,60.7%,Não,Problemas de Saúde,2286,Urbana
18,Feminino,1,9.8,66.4%,Não,0,3116,Urbana
19,Feminino,1,5.8,65.4%,Sim,Problemas Familiares,2979,Urbana
17,Feminino,2,7.5,81.4%,Sim,Falta de Interesse,1236,Urbana
19,Feminino,1,9.3,74.7%,Sim,0,1064,Urbana
17,Masculino,3,6.5,98.8%,Sim,0,4836,Rural
18,Masculino,2,5.8,65.3%,Sim,0,2065,Urbana
14,Feminino,2,7.6,57.6%,Não,0,3338,Rural
18,Masculino,2,6.7,63.9%,Sim,0,3048,Rural
14,Masculino,2,7.3,57.8%,Não,Outros,4986,Urbana
17,Feminino,1,6.0,57.7%,Não,Problemas de Saúde,3506,Urbana
18,Feminino,1,8.1,79.5%,Não,Outros,1073,Rural
18,Masculino,2,9.7,77.5%,Sim,Falta de Interesse,3693,Rural
18,Masculino,3,7.6,91.8%,Sim,Falta de Apoio Familiar,2404,Rural
14,Feminino,3,7.7,88.2%,Não,Problemas Financeiros,1556,Urbana
18,Masculino,2,8.5,62.4%,Sim,0,2104,Rural
14,Masculino,2,8.0,68.9%,Não,0,1979,Urbana
15,Masculino,2,7.7,97.1%,Sim,0,3836,Rural
16,Feminino,3,9.8,92.4%,Não,Falta de Apoio Familiar,2418,Rural
19,Feminino,2,10.0,83.8%,Não,Problemas Familiares,1390,Rural
16,Feminino,1,8.9,66.1%,Sim,Falta de Apoio Familiar,1676,Urbana
19,Masculino,3,8.6,83.2%,Sim,0,2324,Rural
14,Masculino,3,8.2,96.3%,Sim,Falta de Apoio Familiar,4806,Rural
15,Masculino,2,7.0,70.7%,Não,Falta de Apoio Escolar,890,Rural
18,Feminino,3,7.1,99.9%,Sim,0,1984,Rural
16,Feminino,2,9.2,92.0%,Não,0,1840,Rural
14,Masculino,3,5.5,71.0%,Sim,0,1603,Urbana
14,Feminino,3,6.6,65.8%,Sim,Falta de Apoio Escolar,3290,Rural
15,Feminino,3,6.3,80.5%,Não,0,2123,Urbana
16,Masculino,1,6.5,55.6%,Não,0,1221,Urbana
18,Masculino,3,8.0,75.0%,Não,Problemas de Saúde,2705,Urbana
14,Feminino,2,5.1,67.3%,Não,0,1822,Urbana
14,Masculino,1,6.0,55.0%,Não,Falta de Apoio Familiar,4992,Rural
14,Feminino,3,7.8,68.2%,Não,Falta de Apoio Escolar,4968,Urbana
19,Masculino,2,7.7,50.3%,Não,0,1328,Rural
14,Masculino,2,7.2,97.6%,Sim,0,2283,Urbana
16,Feminino,2,8.3,73.6%,Não,0,1579,Rural
16,Masculino,1,9.1,86.0%,Não,Problemas Financeiros,2576,Rural
15,Masculino,3,9.2,60.9%,Não,0,4056,Rural
18,Feminino,1,5.4,64.1%,Não,Problemas Familiares,3655,Rural
16,Feminino,3,5.1,51.2%,Não,0,1676,Rural
14,Masculino,1,6.9,81.8%,Não,Falta de Apoio Escolar,4941,Rural
17,Masculino,1,6.5,75.9%,Não,Problemas de Saúde,3718,Rural
15,Masculino,2,9.4,70.1%,Sim,0,3823,Rural
14,Feminino,2,5.3,62.1%,Não,Outros,1320,Urbana
14,Feminino,1,6.9,75.2%,Sim,Problemas Financeiros,3362,Rural
19,Feminino,2,6.7,84.7%,Não,Outros,897,Rural
18,Masculino,2,5.7,89.5%,Sim,0,4192,Rural
14,Feminino,3,5.3,66.6%,Sim,0,1961,Rural
19,Masculino,3,6.6,82.8%,Não,Falta de Apoio Escolar,4453,Rural
19,Masculino,3,9.4,70.0%,Sim,0,3099,Rural
16,Feminino,2,7.6,53.6%,Sim,Problemas Familiares,987,Urbana
17,Feminino,1,8.8,73.6%,Sim,Falta de Apoio Familiar,3740,Rural
16,Masculino,2,8.4,70.7%,Não,0,4275,Urbana
17,Masculino,3,5.2,94.7%,Sim,0,1843,Urbana
18,Masculino,2,7.8,86.3%,Sim,0,4366,Rural
14,Feminino,3,7.2,87.3%,Não,0,1060,Urbana
19,Feminino,3,6.2,69.2%,Não,0,4658,Rural
16,Masculino,1,5.6,56.5%,Não,0,4927,Urbana
16,Feminino,1,7.6,67.2%,Não,Outros,2804,Urbana
17,Feminino,3,8.5,98.2%,Não,Falta de Interesse,4204,Urbana
16,Feminino,3,6.4,92.7%,Sim,Problemas Financeiros,4794,Rural
14,Masculino,2,9.4,54.1%,Sim,0,4864,Urbana
16,Masculino,2,7.8,88.5%,Não,0,2173,Urbana
19,Masculino,2,6.8,75.4%,Não,Problemas Financeiros,1240,Urbana
14,Feminino,3,7.4,65.8%,Não,0,2492,Urbana
17,Masculino,3,6.8,87.7%,Não,Problemas de Saúde,4336,Rural
15,Feminino,3,5.9,61.0%,Sim,0,2197,Rural
14,Feminino,3,8.5,99.5%,Sim,Outros,1966,Urbana
17,Masculino,2,5.4,80.7%,Sim,0,2065,Rural
17,Feminino,2,8.9,99.6%,Não,0,2646,Urbana
18,Feminino,2,7.5,52.2%,Não,0,4067,Rural
15,Feminino,1,8.5,85.7%,Sim,0,4096,Urbana
19,Masculino,3,9.6,92.4%,Sim,Outros,862,Urbana
18,Feminino,3,5.4,88.3%,Não,0,2376,Urbana
19,Feminino,3,9.2,97.0%,Não,Falta de Apoio Escolar,3780,Rural
14,Feminino,3,7.3,92.1%,Sim,Falta de Interesse,1482,Urbana
14,Feminino,3,8.6,99.7%,Sim,0,2281,Rural
16,Masculino,1,6.9,81.4%,Não,Problemas Financeiros,3092,Rural
14,Feminino,2,8.0,80.4%,Sim,0,3157,Rural
14,Masculino,2,5.0,84.0%,Sim,0,3819,Rural
14,Masculino,3,7.3,53.7%,Não,Falta de Apoio Escolar,1588,Rural
14,Feminino,3,6.2,81.5%,Sim,Problemas de Saúde,4502,Urbana
17,Feminino,1,9.7,52.6%,Não,Falta de Interesse,3103,Urbana
15,Feminino,1,7.2,88.9%,Sim,0,2704,Urbana
15,Feminino,2,7.4,52.8%,Sim,Problemas Familiares,3948,Rural
16,Masculino,2,8.7,99.0%,Sim,Falta de Apoio Familiar,4338,Urbana
15,Feminino,1,5.4,94.9%,Não,Problemas de Saúde,1993,Urbana
18,Feminino,3,5.6,65.9%,Sim,0,1098,Rural
14,Masculino,1,5.5,63.0%,Sim,0,4004,Urbana
14,Masculino,2,8.5,86.1%,Não,0,1134,Rural
19,Feminino,2,6.9,74.7%,Sim,0,2574,Urbana
16,Feminino,2,5.3,91.9%,Sim,Outros,4593,Urbana
18,Feminino,2,6.9,76.8%,Não,0,2104,Rural
18,Feminino,3,5.3,51.8%,Sim,Problemas de Saúde,3210,Rural
19,Feminino,2,6.6,51.8%,Sim,Falta de Apoio Escolar,1643,Urbana
17,Masculino,1,9.9,98.9%,Sim,Falta de Apoio Familiar,1877,Urbana
16,Feminino,1,9.6,97.2%,Sim,Outros,4182,Urbana
17,Feminino,1,9.6,92.0%,Sim,0,1327,Rural
14,Masculino,3,5.7,85.4%,Não,0,3150,Urbana
17,Masculino,1,9.1,95.1%,Não,0,2009,Rural
16,Masculino,1,8.5,56.6%,Não,Falta de Interesse,2500,Urbana
17,Feminino,3,5.9,55.7%,Sim,Problemas Familiares,4145,Urbana
17,Masculino,1,9.7,60.8%,Sim,0,3762,Urbana
18,Masculino,1,7.6,82.6%,Não,0,1924,Urbana
15,Masculino,1,7.9,61.4%,Sim,Falta de Apoio Escolar,2126,Urbana
15,Feminino,1,5.8,78.2%,Sim,Falta de Apoio Escolar,1893,Rural
15,Masculino,1,8.1,98.5%,Sim,0,1045,Rural
17,Feminino,1,9.3,56.9%,Não,0,3647,Urbana
15,Feminino,2,9.8,94.6%,Sim,Falta de Apoio Familiar,3031,Urbana
18,Masculino,1,8.2,89.8%,Não,Falta de Apoio Familiar,1467,Urbana
17,Masculino,1,8.1,77.2%,Não,Problemas Familiares,2939,Urbana
19,Feminino,2,5.2,81.1%,Não,0,3093,Urbana
18,Masculino,2,5.9,81.8%,Sim,0,1256,Urbana
15,Feminino,2,6.1,64.0%,Não,0,2770,Urbana
17,Feminino,1,9.8,94.7%,Sim,Outros,3659,Rural
18,Masculino,2,8.3,61.3%,Não,0,995,Urbana
17,Feminino,3,5.5,73.3%,Não,Problemas Familiares,2857,Urbana
18,Feminino,1,9.3,77.5%,Sim,Falta de Apoio Familiar,4385,Urbana
16,Feminino,1,5.7,69.7%,Sim,Problemas de Saúde,981,Rural
18,Feminino,2,5.1,71.2%,Não,0,3466,Urbana
17,Masculino,2,9.6,79.0%,Sim,0,1393,Rural
16,Masculino,3,9.2,80.8%,Sim,Problemas Familiares,1806,Rural
14,Masculino,3,7.8,72.5%,Não,0,1222,Rural
19,Feminino,1,6.6,69.8%,Não,Problemas de Saúde,1762,Rural
15,Feminino,3,6.4,58.1%,Sim,Outros,2482,Rural
14,Masculino,2,5.2,53.4%,Não,Problemas Familiares,4748,Urbana
17,Masculino,2,6.3,82.0%,Não,Outros,1772,Urbana
14,Feminino,3,6.0,50.7%,Não,0,4562,Urbana
19,Feminino,2,7.5,60.5%,Não,Falta de Apoio Escolar,3702,Urbana
14,Masculino,3,9.6,66.8%,Sim,0,3704,Rural
15,Masculino,1,6.3,64.7%,Sim,0,3482,Rural
19,Feminino,3,5.7,69.6%,Não,0,1992,Urbana
18,Feminino,3,5.9,63.4%,Sim,0,1631,Rural
18,Feminino,1,5.0,90.3%,Sim,Falta de Interesse,3110,Rural
17,Masculino,3,7.1,65.0%,Sim,0,3346,Urbana
18,Masculino,3,6.0,60.0%,Sim,0,3472,Urbana
18,Masculino,1,5.4,84.4%,Sim,0,1590,Rural
15,Masculino,1,6.0,74.7%,Sim,0,1755,Rural
18,Feminino,2,9.3,64.3%,Não,Problemas de Saúde,938,Rural
18,Masculino,3,5.7,93.3%,Não,0,1974,Rural
18,Masculino,2,5.1,54.2%,Não,Outros,4552,Urbana
19,Masculino,2,9.6,79.8%,Não,0,2459,Urbana
19,Masculino,2,7.3,92.8%,Não,0,4774,Urbana
18,Feminino,2,5.2,83.7%,Sim,0,4156,Rural
14,Masculino,3,8.9,67.8%,Sim,0,3729,Urbana
14,Feminino,1,6.3,97.5%,Não,0,1467,Rural
15,Masculino,1,6.1,61.1%,Sim,0,1314,Urbana
17,Feminino,3,9.8,63.2%,Não,Outros,1141,Urbana
16,Feminino,3,9.6,72.2%,Sim,0,2106,Rural
15,Feminino,1,6.4,90.8%,Sim,Falta de Apoio Escolar,2945,Urbana
14,Feminino,3,7.0,76.6%,Não,Outros,4415,Urbana
14,Masculino,3,7.1,59.8%,Sim,0,2910,Urbana
14,Masculino,3,7.4,79.5%,Não,Problemas Financeiros,3339,Rural
18,Feminino,3,8.5,56.4%,Não,Problemas Financeiros,4620,Urbana
15,Feminino,1,7.7,81.4%,Não,0,4473,Urbana
18,Feminino,1,9.3,93.0%,Sim,0,4410,Rural
16,Masculino,3,7.2,89.8%,Sim,0,1334,Rural
16,Feminino,3,6.9,77.6%,Sim,0,3565,Rural
14,Masculino,1,8.3,79.0%,Sim,0,2375,Urbana
16,Masculino,2,5.8,63.5%,Sim,0,2994,Urbana
18,Feminino,2,9.6,87.2%,Não,Falta de Interesse,1106,Urbana
16,Feminino,2,9.7,60.5%,Sim,Problemas Financeiros,3685,Urbana
19,Masculino,3,5.2,92.3%,Não,0,3435,Rural
17,Feminino,1,5.7,95.6%,Sim,Falta de Apoio Escolar,4223,Urbana
14,Feminino,1,6.4,84.6%,Sim,Falta de Apoio Familiar,1448,Rural
14,Feminino,2,9.8,72.7%,Não,Falta de Apoio Familiar,2489,Rural
14,Feminino,2,6.2,80.3%,Sim,0,1602,Rural
19,Feminino,2,9.5,56.8%,Sim,Outros,896,Urbana
14,Feminino,2,6.5,76.3%,Sim,Falta de Interesse,3406,Urbana
19,Masculino,2,6.1,50.1%,Sim,0,2650,Urbana
14,Masculino,2,8.1,53.8%,Não,0,2651,Urbana
19,Masculino,1,6.1,64.0%,Sim,0,1444,Urbana
14,Feminino,1,7.4,53.1%,Não,0,2636,Urbana
15,Feminino,1,8.4,61.7%,Sim,0,1277,Urbana
18,Feminino,2,9.5,54.1%,Sim,0,4267,Urbana
19,Feminino,1,7.1,64.2%,Sim,Problemas Financeiros,4627,Rural
14,Feminino,3,8.8,50.1%,Sim,0,1846,Urbana
16,Masculino,3,9.3,75.3%,Não,0,3014,Urbana
18,Masculino,1,8.2,79.0%,Não,Problemas Financeiros,4048,Urbana
16,Masculino,3,9.7,60.4%,Não,0,4829,Urbana
19,Feminino,2,5.7,62.3%,Não,Outros,3287,Urbana
16,Masculino,2,6.1,73.9%,Sim,0,4309,Rural
19,Masculino,3,7.1,61.6%,Sim,Falta de Apoio Familiar,2230,Urbana
19,Feminino,3,7.6,65.5%,Sim,0,2167,Rural
15,Feminino,3,6.3,69.1%,Sim,0,3806,Rural
18,Masculino,1,9.9,87.0%,Não,Problemas Familiares,2130,Urbana
14,Feminino,3,8.1,85.4%,Sim,0,1752,Rural
16,Feminino,2,7.1,60.9%,Não,Problemas Familiares,1444,Rural
14,Masculino,2,7.6,74.1%,Sim,0,4617,Rural
14,Feminino,1,9.3,99.0%,Sim,0,3787,Urbana
14,Masculino,1,6.2,64.4%,Não,0,3250,Rural
18,Masculino,1,6.3,97.4%,Não,0,3427,Urbana
17,Masculino,3,5.3,58.4%,Não,0,2860,Rural
17,Feminino,2,7.8,99.5%,Sim,Problemas Financeiros,3743,Urbana
19,Feminino,3,8.0,52.7%,Sim,0,2978,Rural
17,Masculino,1,7.7,69.4%,Sim,0,2590,Rural
16,Feminino,2,9.3,77.6%,Sim,Problemas Financeiros,2057,Rural
16,Feminino,1,6.0,86.0%,Não,0,3141,Urbana
14,Masculino,2,8.7,76.9%,Não,0,4622,Rural
14,Feminino,3,5.0,83.5%,Não,Outros,3454,Rural
14,Feminino,1,5.1,70.2%,Sim,0,1425,Rural
14,Masculino,3,9.8,82.4%,Sim,0,1431,Rural
14,Masculino,3,9.5,80.4%,Sim,0,3580,Urbana
18,Masculino,2,5.7,72.8%,Não,0,3727,Rural
15,Masculino,1,6.1,62.4%,Não,0,2414,Urbana
19,Masculino,2,5.5,89.1%,Não,0,4023,Rural
14,Feminino,2,9.3,71.8%,Não,Outros,1556,Rural
14,Feminino,3,5.5,64.9%,Não,Problemas Financeiros,2222,Rural
14,Feminino,2,8.9,87.0%,Sim,Outros,3511,Urbana
18,Feminino,2,6.5,68.5%,Não,0,1448,Urbana
18,Masculino,2,6.7,64.0%,Sim,Problemas de Saúde,4715,Urbana
16,Masculino,2,7.9,59.6%,Não,Problemas Financeiros,2019,Urbana
18,Feminino,1,8.0,92.8%,Não,Problemas Familiares,4948,Rural
16,Masculino,3,8.1,62.1%,Não,0,3868,Urbana
19,Masculino,2,5.0,97.1%,Sim,0,4984,Rural
16,Masculino,2,5.4,66.2%,Não,0,2469,Urbana
19,Masculino,2,8.4,56.4%,Não,0,4859,Rural
18,Feminino,3,7.2,79.6%,Sim,Falta de Apoio Familiar,3349,Rural
14,Feminino,1,7.4,62.4%,Não,Falta de Apoio Escolar,3345,Rural
14,Feminino,3,9.1,78.1%,Não,0,1576,Urbana
16,Feminino,1,9.9,99.9%,Não,0,4128,Urbana
15,Masculino,2,8.5,53.3%,Não,0,1842,Urbana
14,Feminino,2,6.2,53.9%,Sim,0,980,Urbana
